Jugador;Equipo;Posición principal;Posiciones;Edad;Valor de mercado (Transfermarkt);Vencimiento contrato;Partidos jugados;Minutos jugados;Goles;xG;Asistencias;xA;Duelos/90;Duelos ganados, %;País de nacimiento;Pasaporte;Pie;Altura;Peso;En prestamo;Acciones defensivas realizadas/90;Duelos defensivos/90;Duelos defensivos ganados, %;Duelos aéreos en los 90;Duelos aéreos ganados, %;Entradas/90;Posesión conquistada después de una entrada;Tiros interceptados/90;Interceptaciones/90;Posesión conquistada después de una interceptación;Faltas/90;Tarjetas amarillas;Tarjetas amarillas/90;Tarjetas rojas;Tarjetas rojas/90;Acciones de ataque exitosas/90;Goles/90;Goles (excepto los penaltis);Goles, excepto los penaltis/90;xG/90;Goles de cabeza;Goles de cabeza/90;Remates;Remates/90;Tiros a la portería, %;Goles hechos, %;Asistencias/90;Centros/90;Precisión centros, %;Centros desde la banda izquierda/90;Precisión centros desde la banda izquierda, %;Centros desde la banda derecha/90;Precisión centros desde la banda derecha, %;Centros al área pequeña/90;Regates/90;Regates realizados, %;Duelos atacantes/90;Duelos atacantes ganados, %;Toques en el área de penalti/90;Carreras en progresión/90;Aceleraciones/90;Pases recibidos /90;Pases largos recibidos/90;Faltas recibidas/90;Pases/90;Precisión pases, %;Pases hacia adelante/90;Precisión pases hacia adelante, %;Pases hacia atrás/90;Precision pases hacia atrás, %;Pases laterales/90;Precisión pases laterales, %;Pases cortos / medios /90;Precisión pases cortos / medios, %;Pases largos/90;Precisión pases largos, %;Longitud media pases, m;Longitud media pases largos, m;xA/90;Asistencias/90;Second assists/90;Third assists/90;Desmarques/90;Precisión desmarques, %;Jugadas claves/90;Pases en el último tercio/90;Precisión pases en el último tercio, %;Pases al área de penalti/90;Pases hacía el área pequeña, %;Pases en profundidad/90;Precisión pases en profundidad, %;Ataque en profundidad/90;Centros desde el último tercio/90;Pases progresivos/90;Precisión pases progresivos, %;Goles recibidos;Goles recibidos/90;Remates en contra;Remates en contra/90;Porterías imbatidas en los 90;Paradas, %;xG en contra;xG en contra/90;Goles evitados;Goles evitados/90;Pases hacía atrás recibidos del arquero/90;Salidas/90;Duelos aéreos en los 90;Tiros libres/90;Tiros libres directos/90;Tiros libres directos, %;Córneres/90;Penaltis a favor;Penaltis realizados, %;
J. Leiva;Cobreloa;LCMF;LCMF, RCMF, AMF;30;500000;2025-12-31;31;2782;1;2,28;3;2,27;14,01;50,12;Chile;Chile;izquierdo;181;70;si;6,11;4,76;65,99;1,42;36,36;0,26;0,38;0,1;2,72;3,96;0,61;3;0,1;0;0;1,49;0,03;1;0,03;0,07;0;0;41;1,33;19,51;2,439;0,1;0,74;34,78;0,45;35,71;0,26;37,5;0,1;1,39;60,47;5,95;41,3;0,87;1,71;0,61;28,21;0,55;0,78;40,12;87,1;14,01;79,91;4,88;94,04;15,27;93,01;35,88;90,98;3,53;57,8;19,41;33,8;0,07;0,78;0,06;0,03;0,19;66,67;0,42;7,96;76,83;1,75;57,41;0,71;50;0,94;0,29;7,25;86,61;0;;0;;0;0;0;0;;;0,36;;;0,13;0;0;0,16;0;0;
D. Fernández;Deportes Iquique;RCMF;RCMF, LCMF;26;500000;;23;1092;1;2,55;3;1,02;15,33;43,55;Chile;Chile;derecho;172;76;no;7,75;5,44;65,15;1,98;41,67;0,41;0,69;0,08;3,79;6,33;1,4;5;0,41;0;0;1,65;0,08;1;0,08;0,21;0;0;27;2,23;33,33;3,704;0,25;1,81;31,82;0,33;0;1,4;41,18;0,16;1,15;21,43;4,78;25,86;2,06;0,74;0,41;19,62;0,74;0,82;30,49;78,38;9,48;67,83;4,45;90,74;10,8;83,97;25,55;84,19;3,21;56,41;17,55;26,08;0,08;0,74;0;0,08;0,16;50;0,41;4,7;78,95;1,9;56,52;0,41;60;0,49;0,58;5,27;68,75;0;;0;;0;0;0;0;;;0,08;;;0,16;0,16;50;0;0;0;
B. Yáñez;Unión Española;LAMF;LAMF, LW, LWF;23;500000;2024-12-31;23;652;1;1,79;1;0,57;16,84;52,46;Chile;Chile;izquierdo;173;69;no;6,21;5,52;60;0,69;40;0,14;0,22;0;2,76;4,41;0,69;3;0,41;0;0;5,11;0,14;1;0,14;0,25;0;0;14;1,93;50;7,143;0,14;5,25;18,42;4,42;21,88;0,69;0;0,55;5,38;56,41;8,28;55;3,31;1,79;0,83;24,16;1,66;1,24;32,44;70,64;6,76;63,27;5,25;94,74;11,18;58,02;26,23;81,58;1,38;50;17,89;18,92;0,08;0,55;0,14;0;0,28;50;0,41;2,35;70,59;3,87;32,14;0,14;0;0,41;1,1;5,38;64,1;0;;0;;0;0;0;0;;;0;;;0,83;0;0;1,52;0;0;
E. Valencia;Unión La Calera;RCMF;RCMF, LCMF, DMF;25;500000;2024-12-31;23;1457;0;0,31;0;0,32;16,12;51,72;Chile;Chile;derecho;173;72;no;10,07;8,28;60,45;2,59;47,62;0,56;0,66;0,19;4,51;5,38;0,99;2;0,12;0;0;0,86;0;0;0;0,02;0;0;7;0,43;42,86;0;0;0,49;12,5;0,06;0;0,43;14,29;0,06;0,93;66,67;2,9;38,3;0,12;0,12;0,19;13,16;0,37;0,06;23,47;75,26;9,76;69,62;3,52;91,23;5,74;74,19;19,33;83,39;3,64;40,68;17,98;25,53;0,02;0,43;0;0;0;0;0,06;3,52;68,42;0,68;36,36;0,37;16,67;0,12;0,06;4,76;64,94;0;;0;;0;0;0;0;;;0,31;;;0,56;0;0;0,68;0;0;
J. Tiznado;Unión Española;LCB;LCB, RCB, RB;30;500000;2025-12-31;25;2389;0;0,39;0;0,06;14,81;63,1;Chile;Chile;derecho;0;0;no;9,68;6,1;66,67;5,09;65,19;0,3;0,46;0,6;5,31;8,04;0,87;4;0,15;0;0;0,6;0;0;0;0,01;0;0;9;0,34;44,44;0;0;0,26;28,57;0;0;0,26;28,57;0,04;0,45;83,33;1,24;57,58;0,41;0,38;0;26,41;0,57;0,45;40,5;85,12;17,56;74,68;2,11;98,21;17,48;93,97;35,15;90,46;5,12;50,74;21,65;38,45;0;0,04;0;0;0;0;0;3,13;65,06;0,38;30;0,38;30;0,04;0,08;7,01;61,83;0;;0;;0;0;0;0;;;1,28;;;0;0;0;0;0;0;
F. Juárez;Audax Italiano;RCMF;RCMF;26;475000;2025-12-31;2;136;0;0,02;0;0,01;;;Argentina;Argentina;derecho;177;67;si;;;;;;;3,91;;;7,83;;1;;0;;;;0;;;0;;3;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,88;21,91;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
C. Fuentes;Colo Colo;RDMF;RDMF, RCMF;31;450000;2024-12-31;6;406;0;0,41;0;0,06;11,75;41,51;Chile;Chile;derecho;170;74;no;5,1;3,33;60;2,66;58,33;0;0;0,22;3,1;5,83;1,33;1;0,22;0;0;0,44;0;0;0;0,09;0;0;4;0,89;0;0;0;0,89;50;0;0;0,89;50;0;1,33;0;4,21;31,58;0,89;1,77;0;24,61;0,22;0,89;34,36;84,52;9,75;65,91;3,1;100;16,63;93,33;29,7;88,81;3,77;58,82;18,8;17,7;0,01;0,44;0;0;0;0;0;5,76;76,92;1,55;42,86;0,44;100;0,44;0,22;5,99;70,37;0;;0;;0;0;0;0;;;0,44;;;0,22;0;0;0;0;0;
J. Jaime;Copiapó;RCMF;RCMF, RDMF;31;450000;2024-12-31;24;2383;3;1,6;0;0,5;20,81;56,81;Argentina;Argentina;derecho;176;74;no;11,9;9,59;66,54;3,17;42,86;2,11;2,89;0,15;3,4;4,65;1,81;13;0,49;1;0,04;1,02;0,11;3;0,11;0,06;0;0;17;0,64;17,65;17,647;0;0,19;60;0;0;0,19;60;0;1,13;70;4,61;50;0,57;0,42;0,19;20,58;0,26;1,7;32,71;84,64;9,63;72,94;5,14;92,65;12,84;90,59;28,82;86,63;3,7;70,41;18,68;35,64;0,02;0,3;0;0;0;0;0,11;5,29;71,43;0,91;41,67;0,53;42,86;0,38;0,08;5,29;74,29;0;;0;;0;0;0;0;;;0,3;;;0;0;0;0;0;0;
M. Moya;Colo Colo;LAMF;LAMF, LCMF, CF;26;450000;2025-12-31;7;270;1;1,04;0;0,26;;;Argentina;Argentina, Chile;derecho;167;63;no;;;;;;;0;;;4,17;;1;;0;;;;1;;;0;;4;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,62;16,26;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
E. Moreira;O'Higgins;CF;CF;22;450000;;10;317;1;1,42;0;0,17;;;Chile;Chile;derecho;188;82;no;;;;;;;0,39;;;2,34;;1;;0;;;;1;;;1;;11;;;9,091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,54;5,95;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
I. González;Huachipato;LCB;LCB;26;450000;2025-12-31;20;1785;1;1,17;0;0,03;14,17;61,21;Argentina;Argentina, Italy;izquierdo;184;82;si;9,73;6,25;69,35;5,14;60,78;0,66;0,92;0,5;4,74;6,62;0,96;2;0,1;0;0;0,5;0,05;1;0,05;0,06;1;0,05;12;0,61;41,67;8,333;0;0,15;66,67;0,15;66,67;0;0;0;0,3;50;0,71;35,71;0,61;0,4;0;21,73;0,25;0,1;34,89;84,54;14,72;74,32;3,28;96,92;13,36;92,83;30,25;90,33;4,54;46,67;21,38;41,22;0;0,05;0;0;0;0;0,05;3,53;45,71;0,55;27,27;0,35;14,29;0,05;0,1;6;62,18;0;;0;;0;0;0;0;;;2,02;;;0,05;0;0;0;0;0;
M. Dávila;Palestino;LB;LB, LCMF;33;450000;2025-12-31;30;2413;6;4,04;1;1,34;8,28;47,75;Chile;Chile;izquierdo;174;67;no;4,96;2,91;64,1;1,57;45,24;0,45;0,66;0,19;2,65;3,9;0,48;4;0,15;1;0,04;1,01;0,22;6;0,22;0,15;0;0;32;1,19;37,5;18,75;0,04;0,78;42,86;0,71;47,37;0,07;0;0,11;0,6;37,5;1,64;34,09;1,53;0,37;0,04;17,68;0,45;0,22;25,25;79,76;10,89;68,84;3,39;97,8;7,87;84,83;18,28;87,55;6,19;61,45;22,51;35,27;0,05;0,45;0;0;0,04;0;0,11;5,22;67,86;1,34;44,44;0,86;47,83;0,41;0,37;6,3;78,7;0;;0;;0;0;0;0;;;0,37;;;0,52;0,15;0;0,34;0;0;
J. Benítez;Palestino;LW;LW, LWF, LAMF;33;450000;;27;1735;0;1,8;6;3,52;26,71;46,41;Argentina;Argentina;izquierdo;176;75;no;8,4;8,66;58,68;1,97;36,84;0,88;1,32;0,05;2,44;3,64;2,13;10;0,52;0;0;5,45;0;0;0;0,09;0;0;21;1,09;19,05;0;0,31;5,14;35,35;4,72;37,36;0,26;20;0,67;5,71;58,18;11,78;42,73;2,49;3,63;1,4;20,13;2,39;1,14;31,9;74,47;8,66;74,85;5,71;90,91;11,57;69,06;23,76;83,19;3,37;69,23;20,37;31,93;0,18;1,56;0;0,05;0,16;66,67;0,93;3,94;71,05;4,72;51,65;0,73;57,14;1,04;1,87;7,11;82,48;0;;0;;0;0;0;0;;;0,1;;;0;0;0;0,21;0;0;
C. Barrera;Coquimbo Unido;RW;RW, RAMF;26;450000;2024-12-31;30;1893;3;2,61;2;1,86;16,21;43,11;Chile;Chile;derecho;180;66;no;5,71;5,23;67,27;1,28;40,74;0,24;0,3;0,05;1,95;2,48;0,38;5;0,24;0;0;2,19;0,14;3;0,14;0,12;1;0,05;18;0,86;50;16,667;0,1;3,19;25,37;0,1;0;3,04;26,56;0,19;2,04;39,53;6,56;26,09;1,76;1,71;0,48;20,49;2,14;0,81;28,38;72,53;7,8;71,34;5,66;88,24;8,13;65,5;23,63;79,07;1,66;65,71;16,72;23,56;0,09;0,95;0;0,1;0,19;75;0,43;2,76;72,41;3,47;49,32;0,29;66,67;1,05;0,86;4,9;78,64;0;;0;;0;0;0;0;;;0,05;;;0;0;0;0,24;0;0;
M. Zaldivia;Universidad de Chile;LCB;LCB, CB;33;450000;2026-12-31;29;2845;2;3,25;1;0,43;17,75;67,02;Argentina;Argentina, Chile;derecho;185;79;no;10,66;6,9;77,52;6,14;64,43;0,32;0,54;0,38;5;8,53;0,92;10;0,32;1;0,03;0,7;0,06;2;0,06;0,1;1;0,03;24;0,76;25;8,333;0,03;0,03;100;0;0;0;0;0;0,6;73,68;2,18;57,97;0,98;1,11;0;29,99;0,41;0,79;47,45;87,13;23,57;80,13;1,87;93,22;18,57;95,23;41,44;91,53;5,98;56,61;20,72;37,55;0,01;0,13;0,03;0,06;0,06;50;0,03;7,59;71,67;0,51;56,25;0,57;38,89;0,28;0,03;10,38;78,96;0;;0;;0;0;0;0;;;1,01;;;0,03;0;0;0,03;0;0;
P. Sánchez;Ñublense;CF;CF;26;450000;2027-12-31;25;1316;4;4,31;2;1,46;14,7;35,81;Chile;Chile;derecho;179;66;no;3,76;2,6;65,79;4,92;22,22;0,07;0,1;0,27;1,98;2,96;0,27;1;0,07;0;0;1,85;0,27;4;0,27;0,29;0;0;20;1,37;45;20;0,14;0,89;15,38;0,27;25;0,62;11,11;0;1,5;72,73;4,1;36,67;3,83;0,82;0,27;11,28;1,57;0,48;15,93;78,54;3,9;75,44;3,08;88,89;5,13;81,33;14,22;83,17;0,82;66,67;15,27;13,89;0,1;1,03;0,14;0;0,21;0;0,41;1,44;71,43;1,64;58,33;0,21;0;1,16;0,14;1,91;75;0;;0;;0;0;0;0;;;0,27;;;0;0;0;0,07;0;0;
V. Fernández;O'Higgins;LB;LB;25;450000;;9;631;0;0;0;0,6;18,26;61,72;Chile;Chile;izquierdo;180;66;no;11,41;9,13;68,75;3;66,67;1,43;2,08;0,14;3,71;5,42;1,71;1;0,14;1;0,14;2,28;0;0;0;0;0;0;0;0;0;0;0;2,42;29,41;2,28;31,25;0,14;0;0;1,85;84,62;3,85;62,96;0,29;2,42;0;16,12;1,85;0,57;27,96;71,94;13,41;64,89;3,85;85,19;6,56;71,74;21,39;82,67;4,28;40;26,8;27,65;0,09;0,57;0;0;0;0;0,14;5,71;60;2,57;27,78;0,71;20;0,29;0,86;8,7;65,57;0;;0;;0;0;0;0;;;0;;;0;0;0;0,14;0;0;
C. Sepúlveda;Huachipato;DMF;DMF, RCMF, LDMF;32;450000;;23;1916;1;0,52;1;0,54;15,03;53,44;Chile;Chile;derecho;174;67;no;10,01;8,27;60,23;1,83;46,15;0,56;0,83;0,33;4,46;6,58;2,02;10;0,47;0;0;0,89;0,05;1;0,05;0,02;0;0;13;0,61;23,08;7,692;0,05;1,13;25;0,42;22,22;0,66;28,57;0,14;0,66;64,29;2,58;54,55;0,56;0,7;0;31,61;0,23;0,56;48,1;85,45;15,13;75,78;3,9;90,36;22,31;91,37;41,52;89,03;5,54;69,49;19,46;37,07;0,03;0,28;0;0,05;0,19;25;0,09;6,86;71,92;1,55;33,33;0,52;18,18;0,28;0,28;8,6;76,5;0;;0;;0;0;0;0;;;0,7;;;0,05;0,05;100;0;0;0;
J. Fuentes;O'Higgins;DMF;DMF, LCMF, RCMF;29;450000;2024-12-31;20;1803;0;0,47;0;0,18;14,33;58,54;Chile;Chile;derecho;173;79;no;9,63;7,04;70,21;2,5;50;0,35;0,51;0,15;4,34;6,37;1,6;9;0,45;1;0,05;0,8;0;0;0;0,02;0;0;9;0,45;33,33;0;0;0,3;50;0;0;0,25;60;0,05;0,6;83,33;2,65;49,06;0,3;0,8;0,1;20,17;0,15;0,4;34,29;82,24;14,13;69,26;2,25;93,33;13,88;93,88;28,7;85,91;5,29;64,15;19,92;34,08;0,01;0,2;0;0;0;0;0;6,54;70,99;0,65;46,15;0,3;16,67;0,2;0,1;7,44;72,48;0;;0;;0;0;0;0;;;0,2;;;0;0;0;0;0;0;
D. Orellana;Deportes Iquique;RB;RB, RCMF;31;450000;;26;2328;2;1,21;0;2,74;11,79;55,74;Chile;Chile;derecho;173;68;no;7,11;5,34;68,84;1,24;34,38;0,19;0,32;0,19;3,25;5,35;1,12;8;0,31;0;0;1,93;0,08;2;0,08;0,05;0;0;24;0,93;25;8,333;0;2,78;38,89;0;0;2,71;38,57;0,23;1,12;55,17;2,82;50,68;1,01;1,16;0,46;23,58;1,47;0,35;33,36;77,75;11,71;68,65;5,61;94,48;10,98;81,34;24,24;88,04;6,42;56,02;21,52;32,56;0,11;0,85;0;0,04;0;0;0,5;5,88;68,42;2,55;46,97;0,39;50;0,46;1,08;7,58;78,57;0;;0;;0;0;0;0;;;0,89;;;0;0;0;0,08;0;0;
R. Farfán;Deportes Iquique;RAMF;RAMF, RWF, RW;33;450000;;24;1368;2;2,19;1;1,49;18,82;38,11;Chile;Chile;derecho;174;68;no;6,45;5,53;57,14;1,64;40;0,92;1,46;0;2,37;3,75;0,86;4;0,26;0;0;3,42;0,13;2;0,13;0,14;0;0;26;1,71;42,31;7,692;0,07;5,2;25,32;0,13;50;5,07;24,68;1,25;3,88;35,59;8,36;27,56;3,03;2,3;0,46;20,66;2,43;0,59;28,42;63,43;9,01;51,82;5,13;94,87;10,07;57,52;20,99;75,86;2,63;35;20,2;28,14;0,1;0,72;0,13;0;0,26;0;0,26;3,42;42,31;4,93;36;0,39;0;0,72;1,45;4,93;76;0;;0;;0;0;0;0;;;0,07;;;0,07;0;0;0,92;0;0;
M. Borgnino;Cobreloa;CF;CF, RCMF;26;450000;;18;913;3;2,21;4;1,25;14,69;38,26;Argentina;Argentina, Italy;izquierdo;176;70;no;4,44;3,84;41,03;0,59;50;0,79;1,18;0;2,07;3,1;1,38;4;0,39;0;0;2,17;0,3;3;0,3;0,22;0;0;20;1,97;45;15;0,39;0,79;37,5;0,2;50;0,59;33,33;0,2;2,07;47,62;8,18;39,76;1,28;1,48;0,2;20,31;1,28;1,38;29,47;79,26;7;63,38;7,89;95;9,66;78,57;26,81;81,99;1,87;57,89;17,22;20,88;0,12;1,68;0;0,1;0;0;0,39;3,45;77,14;1,68;41,18;0,49;0;0,39;0,3;4,04;63,41;0;;0;;0;0;0;0;;;0,3;;;2,17;0,3;0;2,37;0;0;
M. Campos;Everton;CF;CF;33;450000;2024-12-31;22;1287;4;4,72;1;1,01;24,76;33,9;Chile;Chile;derecho;177;77;no;4,06;2,87;70,73;5,45;34,62;0,28;0,45;0,07;1,75;2,84;1,33;1;0,07;0;0;2,38;0,28;4;0,28;0,33;2;0,14;36;2,52;38,89;11,111;0,07;0,77;27,27;0,42;50;0,35;0;0,14;2,66;42,11;10,21;28,08;3,57;0,42;0,14;10,84;2,24;1,4;14,55;69,71;3,71;52,83;2,59;83,78;3,92;76,79;12,59;72,22;1,19;70,59;15,24;19,65;0,07;0,84;0;0;0,14;50;0,35;2,38;61,76;1,33;63,16;0,42;50;0,84;0,21;2,45;60;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0;
F. Torgnascioli;Unión Española;GK;GK;34;450000;2025-12-31;31;3188;0;0;0;0;0,79;89,29;Uruguay;Uruguay, Italy;izquierdo;186;78;no;1,95;0,14;80;0,31;90,91;0;0;0;1,84;2,86;0;5;0,14;0;0;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03;100;0,23;87,5;0;0;0,03;8,36;0,2;0,34;15,27;89,28;8,55;83,83;0,03;0;6,18;99,09;11,15;96,96;4,07;69,44;28,74;43,68;0;0;0;0;0;0;0;0,9;53,13;0;0;0;0;0;0;3,25;72,17;45;1,27;174;4,91;7;74,14;52,41;1,48;7,41;0,209;0;1,3;0,31;;;;0;0;0;
T. Ahumada;Audax Italiano;GK;GK;23;425000;;17;1737;0;0;0;0;0,52;80;Chile;Chile;derecho;181;74;no;1,5;0,1;50;0,26;80;0;0;0;1,45;1,91;0;3;0,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16;100;0;0;0,05;7,1;0,26;0,21;13,63;82,13;8,29;72,5;0;0;4,82;96,77;7,82;98,68;5,8;59,82;36,79;50,64;0;0;0;0,1;0;0;0;2,64;52,94;0;0;0;0;0;0;3,99;81,82;22;1,14;84;4,35;4;73,81;26,47;1,37;4,47;0,232;0;1,24;0,26;;;;0;0;0;
E. Ojeda;Universidad de Chile;RCB;RCB, DMF, RCMF;26;425000;2025-06-30;14;812;0;0,02;0;0,61;18,73;50,89;Argentina;Argentina;derecho;180;75;no;11,53;8,98;60,49;3,21;41,38;0,67;1,04;0,11;5,43;8,5;1,55;2;0,22;0;0;0,89;0;0;0;0;0;0;1;0,11;0;0;0;0,67;33,33;0;0;0,67;33,33;0;1,22;45,45;4,21;39,47;0,11;1,33;0,11;31,81;0,11;1;50,54;82,89;20,84;70,21;3,99;97,22;18,73;91,12;44,56;89,05;5,32;37,5;22,75;36,29;0,07;0,55;0;0;0,11;100;0,22;8,53;63,64;1;33,33;0,89;37,5;0,33;0,22;9,31;73,81;0;;0;;0;0;0;0;;;0,55;;;0;0;0;0;0;0;
P. Parra;Unión La Calera;LW;LW, LWF, RAMF;30;425000;2024-12-31;20;1474;2;3,22;2;1,77;19,48;40,44;Chile;Chile;derecho;177;70;no;3,85;3,97;56,92;1,89;32,26;0;0;0;1,59;2,2;0,85;2;0,12;0;0;4,09;0,12;2;0,12;0,2;0;0;35;2,14;22,86;5,714;0,12;1,77;34,48;1,04;35,29;0,73;33,33;0,24;4,52;64,86;11,72;37,5;2,14;2,99;1,1;23,87;1,71;0,98;31,69;84,59;5,8;73,68;7,2;91,53;11,6;86,84;28,39;88,6;1,65;62,96;16,91;20,62;0,11;1,34;0;0,06;0,12;50;0,31;2,63;76,74;1,47;62,5;0,18;33,33;0,92;0,55;3,36;76,36;0;;0;;0;0;0;0;;;0,18;;;0,85;0,18;0;1,22;0;0;
Z. López;Huachipato;GK;GK;25;400000;2024-12-31;1;101;0;0;0;0;;;Chile;Chile;derecho;184;78;no;;;;;;;0;;;1,58;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,17;53,02;;;;;;;;;;;;;;;;;;3;;5;;0;40;2,06;;-0,94;;;;;;;;;0;0;
A. Mulet;Cobreloa;RCMF;RCMF, LCMF;24;400000;2025-12-31;6;309;0;0;0;0,02;;;Argentina;Argentina;derecho;183;74;si;;;;;;;1,25;;;6,25;;2;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19,27;32,65;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
B. Gutiérrez;Colo Colo;RB;RB, RCB;22;400000;2026-12-31;6;460;0;0,08;0;0,09;20,74;50;Chile;Chile;derecho;184;75;no;10,57;8,8;60;3,13;56,25;1,76;3,42;0;3,52;6,84;1,76;1;0,2;1;0,2;1,37;0;0;0;0,01;0;0;4;0,78;0;0;0;0,78;25;0;0;0,78;25;0;2,54;46,15;5,28;44,44;1,17;1,57;0;26,22;0,98;1,17;35,61;81,32;12,91;69,7;5,87;96,67;11,74;91,67;31,7;86,42;3,13;43,75;17,62;23,59;0,02;0,59;0;0;0;0;0,2;4,7;62,5;0,98;60;0,59;33,33;0,39;0,2;4,89;64;0;;0;;0;0;0;0;;;1,17;;;0;0;0;0;0;0;
J. Gaete;Copiapó;LAMF;LAMF, LW, LWF;27;400000;2024-12-31;19;901;3;1,93;0;0,71;18,28;36,07;Chile;Chile;derecho;175;71;si;3,6;4;55;1,7;17,65;0,5;0,71;0;0,9;1,27;1,3;4;0,4;0;0;4,79;0,3;3;0,3;0,19;0;0;26;2,6;46,15;11,538;0;2,4;25;1,7;35,29;0,7;0;0,2;6,69;43,28;10,69;33,64;4,3;3,1;0,6;10,19;3,3;0,6;13,09;66,41;1,8;55,56;3,5;91,43;4,99;62;10,19;77,45;0,6;33,33;19,44;9,83;0,07;0,6;0,1;0;0,2;50;0,2;0,8;50;1,5;46,67;0,2;50;0,7;0,5;1,2;75;0;;0;;0;0;0;0;;;0,1;;;0;0;0;0,1;0;0;
J. Dos Santos;Everton;CF;CF, AMF;32;400000;2025-06-30;6;146;0;0,44;0;0,09;;;Uruguay;Uruguay;derecho;178;79;no;;;;;;;0;;;2,31;;0;;0;;;;0;;;0;;5;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,19;6,97;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
M. Filla;Cobresal;RB;RB, LB, RWB;26;400000;2024-12-31;8;512;0;0;1;0,6;16,88;47,92;Chile;Chile;derecho;176;64;no;9,84;9,14;67,31;1,93;27,27;1,05;1,22;0;2,64;3,06;0,88;1;0,18;0;0;0,88;0;0;0;0;0;0;1;0,18;0;0;0,18;1,58;33,33;0;0;1,58;33,33;0,18;1,23;28,57;3,69;23,81;0,53;0,88;0,18;17,4;2,11;0,35;23,38;73,68;12,13;73,91;2,29;92,31;5,1;68,97;18,63;81,13;3,16;50;20,58;31,16;0,11;0,35;0;0,18;0;0;0,35;4,57;61,54;1,41;50;0,18;0;0,35;0,53;6,68;65,79;0;;0;;0;0;0;0;;;0,18;;;0;0;0;0;0;0;
O. Opazo;Colo Colo;RB;RB;33;400000;2026-12-31;26;1970;2;0,44;0;0,44;14,07;57,14;Chile;Chile;derecho;169;72;no;8,31;5,76;68,25;1,74;65,79;0,32;0,56;0,18;4,07;7,16;0,5;4;0,18;0;0;1,42;0,09;2;0,09;0,02;0;0;9;0,41;44,44;22,222;0;1,51;27,27;0,05;100;1,46;25;0,09;1,46;53,13;4,29;45,74;0,87;1,69;0,37;40,66;2,06;1,32;52,54;88,87;22,16;85,15;8,27;95,58;12,84;91,46;48,06;93,06;3,02;53,03;15,43;27,76;0,02;0,5;0,09;0,05;0,09;50;0,18;6,17;81,48;1,6;51,43;0,27;33,33;0,37;0,37;7,36;79,5;0;;0;;0;0;0;0;;;0,82;;;0;0;0;0,05;0;0;
F. Zampedri;Universidad Católica;CF;CF;36;400000;2025-12-31;29;2696;18;14,55;2;1,14;18,09;32,47;Argentina;Argentina;derecho;185;83;no;2,67;2,17;52,31;6,18;40;0,27;0,45;0,17;1,27;2,12;1,17;11;0,37;0;0;1,37;0,6;13;0,43;0,49;5;0,17;62;2,07;51,61;29,032;0,07;0,4;16,67;0,1;0;0,3;22,22;0,03;0,67;25;6,38;22,51;2,67;0,4;0,2;7,74;1,54;1,4;13,75;69,17;2,9;39,08;3,97;82,35;4,44;79,7;12,05;71,47;1,34;65;17,09;29,12;0,04;0,3;0;0;0,2;33,33;0,13;1,3;51,28;0,67;25;0,37;18,18;0,27;0,03;1,34;45;0;;0;;0;0;0;0;;;0,03;;;0,03;0;0;0;7;71,429;
E. Mena;Universidad Católica;LB;LB;36;400000;2024-12-31;26;2304;0;0,07;2;1,07;12,93;51,96;Chile;Chile;izquierdo;173;68;no;8,52;5,55;64,79;2,46;44,44;0,59;0,95;0,12;4,34;7,01;0,66;5;0,2;1;0,04;1,48;0;0;0;0;0;0;3;0,12;33,33;0;0,08;2,27;31,03;2,27;31,03;0;0;0,39;1,45;48,65;3,2;41,46;0,51;0,51;0,27;24,1;1,72;0,51;36,05;79,2;16,52;75,18;4,14;97,17;9,61;80,49;29,26;86,65;4,61;54,24;19,16;31,02;0,04;0,35;0,08;0,04;0,08;50;0,23;5,47;71,43;2,54;44,62;0,31;37,5;0,47;0,82;9,02;72,29;0;;0;;0;0;0;0;;;0,31;;;0;0;0;0;0;0;
